Date, Time, Sample/Detector Diluent, Bead diluent, SBG diluent, SBG concentrate, Disc, Plate, RGP, Wash buffer A, Wash buffer B
2023-11-03, 16:52:08.4486660,0,0,0,0,0,0,0,0,0
