Date,Time,Operation,Sample/Detector Diluent (bottles),Bead diluent (bottles),SBG diluent (bottles),SBG concentrate (vials),Disc (packs of 16),Plate,RGP (bottles),Wash buffer A (pack),Wash buffer B (pack)
2023-11-03,20:55:22.054461,Exp,0,0,0,0,0,0,0,0,0
